,prompt,label,word_count
30924,"Hey, I love oh lover edit. What other songs are in that style?",2,13
30925,Can you recommend other tracks that have the same energy as finally healing?,2,13
30926,suggest some songs similar to lay n’ chill,2,8
30927,"Hey, I love looking freibier. What other songs are in that style?",2,12
30928,end things is amzing! suggest similar,2,6
30929,I’ve been listening to senin i̇çin on repeat. Any songs with a similar vibe?,2,14
30930,"Hey, I love feel first life. What other songs are in that style?",2,13
30931,I’m hooked on tear gas. Can you recommend more tracks with that haunting vibe?,2,14
30932,give some songs like water,2,5
30933,Can you recommend other tracks that have the same energy as linka důvěry?,2,13
30934,Any songs that are like love? I’m totally into it right now!,2,12
30935,Can you suggest songs that have a similar groove to cariocas?,2,11
30936,drain is amzing! suggest similar,2,5
30937,Any songs that are like soldier love? I’m totally into it right now!,2,13
30938,I’m hooked on lead. Can you recommend more tracks with that haunting vibe?,2,13
30939,I’m loving mahkeme şarkısı right now. What other songs would keep me in this mood?,2,15
30940,I’m really digging los beachos—can you suggest something with that same sound?,2,12
30941,I’ve been listening to love story on repeat. Any songs with a similar vibe?,2,14
30942,luck constant is perfect for winding down. Any other mellow tracks like it?,2,13
30943,I’m in the mood for something like first love late spring. Got any similar tracks?,2,15
30944,Any songs that are like fast shark? I’m totally into it right now!,2,13
30945,"If I’m into dos mil 16, what other songs are in a similar style or genre?",2,16
30946,I’ve been listening to cant smile without on repeat. Any songs with a similar vibe?,2,15
30947,"If I like não perde um stories meu, what other artists or songs should I check out?",2,17
30948,I’ve been listening to tonight pt ii on repeat. Any songs with a similar vibe?,2,15
30949,"Hey, I love khoya. What other songs are in that style?",2,11
30950,"Hey, I love amaranth. What other songs are in that style?",2,11
30951,Can you suggest songs that have a similar groove to melhor em um?,2,13
30952,any songs that are like wake,2,6
30953,I’m really digging tóxica—can you suggest something with that same sound?,2,11
30954,Any songs that are like volta? I’m totally into it right now!,2,12
30955,acoustic gives me all the feels. Any other emotional tracks like that?,2,12
30956,"Hey, I love going. What other songs are in that style?",2,11
30957,heaven is such a vibe. What other songs do you recommend that have a similar mood?,2,16
30958,I’m hooked on time comes roses. Can you recommend more tracks with that haunting vibe?,2,15
30959,I’ve been playing behind crowd on repeat. Any similar songs I should check out?,2,14
30960,"If I’m into sol, what other songs are in a similar style or genre?",2,14
30961,ente pranayathin chembada is amzing! suggest similar,2,7
30962,aathadi manasudhan has such an awesome beat. What songs have a similar rhythm or feel?,2,15
30963,I’m hooked on sunshine. Can you recommend more tracks with that haunting vibe?,2,13
30964,"Hey, I love ciclones. What other songs are in that style?",2,11
30965,any songs that are like unravel piano arrangement,2,8
30966,any songs that are like cartão postal pra ser feliz um dia pra nós dois razão da minha vida ao vivo,2,21
30967,Can you suggest songs that have a similar groove to sobran los momentos?,2,13
30968,give some songs like grey mixed,2,6
30969,moon love is such a vibe. What other songs do you recommend that have a similar mood?,2,17
30970,give some songs like let,2,5
30971,"If I’m into annäherung gezeiten, what other songs are in a similar style or genre?",2,15
30972,"If I’m into uitblinken, what other songs are in a similar style or genre?",2,14
30973,waiting vain is such a vibe. What other songs do you recommend that have a similar mood?,2,17
30974,I’m in the mood for something like replay. Got any similar tracks?,2,12
30975,I’ve been obsessed with everybodys changing. can you recommend anything with a similar vibe?,2,14
30976,udaarian is perfect for winding down. Any other mellow tracks like it?,2,12
30977,I’m loving sunset empire right now. What other songs would keep me in this mood?,2,15
30978,main titles gives me all the feels. Any other emotional tracks like that?,2,13
30979,Can you suggest songs that have a similar groove to comme ci comme ca?,2,14
30980,Any songs that are like pulmões? I’m totally into it right now!,2,12
30981,I’ve been playing saiyyan on repeat. Any similar songs I should check out?,2,13
30982,Any songs that are like drop ocean? I’m totally into it right now!,2,13
30983,any songs that are like la vida moderna,2,8
30984,"If I’m into подруга подруг, what other songs are in a similar style or genre?",2,15
30985,I’m really digging gravity—can you suggest something with that same sound?,2,11
30986,I’m in the mood for something like thaai kelavi. Got any similar tracks?,2,13
30987,I’m in the mood for something like promised. Got any similar tracks?,2,12
30988,I’ve been playing buio pesto on repeat. Any similar songs I should check out?,2,14
30989,I’m loving phulkari right now. What other songs would keep me in this mood?,2,14
30990,give some songs like grace,2,5
30991,boca gives me all the feels. Any other emotional tracks like that?,2,12
30992,"If I like im sick, what other artists or songs should I check out?",2,14
30993,suggest some songs similar to im lost,2,7
30994,I’m in the mood for something like skulle aldrig hända oss. Got any similar tracks?,2,15
30995,I’m loving need somebody right now. What other songs would keep me in this mood?,2,15
30996,gå mot rött gives me all the feels. Any other emotional tracks like that?,2,14
30997,I’m really digging twist turn—can you suggest something with that same sound?,2,12
30998,Can you recommend other tracks that have the same energy as falling love?,2,13
30999,manasae manasae gives me all the feels. Any other emotional tracks like that?,2,13
31000,any songs that are like godspeed,2,6
31001,I’m in the mood for something like 騷靈情歌. Got any similar tracks?,2,12
31002,Any songs that are like thaimai? I’m totally into it right now!,2,12
31003,suficiente para mim has such an awesome beat. What songs have a similar rhythm or feel?,2,16
31004,warrior gives me all the feels. Any other emotional tracks like that?,2,12
31005,textos is perfect for winding down. Any other mellow tracks like it?,2,12
31006,I’ve been playing freiheit ne hure on repeat. Any similar songs I should check out?,2,15
31007,I’m hooked on åskan hjärtat. Can you recommend more tracks with that haunting vibe?,2,14
31008,Can you recommend other tracks that have the same energy as evolution?,2,12
31009,suggest some songs similar to pyramids,2,6
31010,correnteza has such an awesome beat. What songs have a similar rhythm or feel?,2,14
31011,"Hey, I love soothing white noise loopable fade. What other songs are in that style?",2,15
31012,suggest some songs similar to eu também não vou ao vivo,2,11
31013,"If I’m into dna interior, what other songs are in a similar style or genre?",2,15
31014,Looking for songs that give me the same feel as coração blindado. Got any suggestions?,2,15
31015,I’m hooked on lying live lp underground tour 2003. Can you recommend more tracks with that haunting vibe?,2,18
31016,Looking for songs that give me the same feel as amazed. Got any suggestions?,2,14
31017,bass head is such a vibe. What other songs do you recommend that have a similar mood?,2,17
31018,suggest some songs similar to amazing grace live,2,8
31019,"Hey, I love paradigmas. What other songs are in that style?",2,11
31020,any songs that are like miedo del olvido,2,8
31021,I’m loving rave low right now. What other songs would keep me in this mood?,2,15
31022,I’m in the mood for something like kodoku. Got any similar tracks?,2,12
31023,I’ve been listening to jab tum miley on repeat. Any songs with a similar vibe?,2,15
31024,I’m loving secret right now. What other songs would keep me in this mood?,2,14
31025,suggest some songs similar to figurinha repetida ao vivo,2,9
31026,I’ve been obsessed with give away. can you recommend anything with a similar vibe?,2,14
31027,I’ve been listening to te voy regresar tu apple tv on repeat. Any songs with a similar vibe?,2,18
31028,any songs that are like made design,2,7
31029,I’ve been obsessed with la colina de la vida. can you recommend anything with a similar vibe?,2,17
31030,Can you recommend other tracks that have the same energy as marca da promessa ao vivo?,2,16
31031,I’ve been obsessed with 10000 hours piano. can you recommend anything with a similar vibe?,2,15
31032,"If I like universo conspirou ao vivo, what other artists or songs should I check out?",2,16
31033,I’m really digging tum jo aaye—can you suggest something with that same sound?,2,13
31034,plena vista is amzing! suggest similar,2,6
31035,"If I like everybody wants rule world sped version, what other artists or songs should I check out?",2,18
31036,"If I like 你不是第一個離開的人, what other artists or songs should I check out?",2,13
31037,give some songs like señor apache mister custer,2,8
31038,I’m really digging hope hurts—can you suggest something with that same sound?,2,12
31039,slow gentle island beach waves later day has such an awesome beat. What songs have a similar rhythm or feel?,2,20
31040,raga baïragibhaïrav drut tîntal is such a vibe. What other songs do you recommend that have a similar mood?,2,19
31041,everything eventually ends is perfect for winding down. Any other mellow tracks like it?,2,14
31042,nosso lance ao vivo is amzing! suggest similar,2,8
31043,"Hey, I love bella notte. What other songs are in that style?",2,12
31044,Can you suggest songs that have a similar groove to zieh dich aus?,2,13
31045,wardenclyffe mees salomé remix is amzing! suggest similar,2,8
31046,give some songs like 8ª cypher 4m,2,7
31047,Any songs that are like todo bene? I’m totally into it right now!,2,13
31048,Can you suggest songs that have a similar groove to resta con?,2,12
31049,"If I like morning 2007, what other artists or songs should I check out?",2,14
31050,any songs that are like london bridge falling,2,8
31051,"If I’m into aasan nahin yahan, what other songs are in a similar style or genre?",2,16
31052,I’m really digging horas iguais ao vivo—can you suggest something with that same sound?,2,14
31053,"If I’m into noctem, what other songs are in a similar style or genre?",2,14
31054,vieraan sanomaa has such an awesome beat. What songs have a similar rhythm or feel?,2,15
31055,I’m really digging ill make love—can you suggest something with that same sound?,2,13
31056,give some songs like christi interlude,2,6
31057,I’m in the mood for something like la gioconda act 3 dance hours. Got any similar tracks?,2,17
31058,I’m loving sleeping music deep sleep rain sounds right now. What other songs would keep me in this mood?,2,19
31059,I’m loving ラヴァーズ right now. What other songs would keep me in this mood?,2,14
31060,I’m loving mist rage right now. What other songs would keep me in this mood?,2,15
31061,parents gives me all the feels. Any other emotional tracks like that?,2,12
31062,I’m in the mood for something like kingdoms ice. Got any similar tracks?,2,13
31063,Looking for songs that give me the same feel as miracle. Got any suggestions?,2,14
31064,Any songs that are like nada por mim nas nuvens é demais cheiro de amor? I’m totally into it right now!,2,21
31065,I’m really digging closer edge—can you suggest something with that same sound?,2,12
31066,I’m loving gates right now. What other songs would keep me in this mood?,2,14
31067,Can you suggest songs that have a similar groove to interestelar?,2,11
31068,Can you recommend other tracks that have the same energy as nossa música?,2,13
31069,I’m hooked on petite. Can you recommend more tracks with that haunting vibe?,2,13
31070,orange sky is amzing! suggest similar,2,6
31071,suggest some songs similar to see epic orchestral version,2,9
31072,any songs that are like contigo sin ti,2,8
31073,I’m in the mood for something like rasta love feat kymani marley. Got any similar tracks?,2,16
31074,suggest some songs similar to violet,2,6
31075,temporary pyar is amzing! suggest similar,2,6
31076,te vas gives me all the feels. Any other emotional tracks like that?,2,13
31077,any songs that are like papua new guinea,2,8
31078,I’m in the mood for something like spirit earth. Got any similar tracks?,2,13
31079,un nuevo amor is such a vibe. What other songs do you recommend that have a similar mood?,2,18
31080,I’ve been playing matador en vivo en theater madison square garden on repeat. Any similar songs I should check out?,2,20
31081,I’ve been obsessed with von vorne anfangen. can you recommend anything with a similar vibe?,2,15
31082,"Hey, I love era uma vez. What other songs are in that style?",2,13
31083,Can you suggest songs that have a similar groove to heaven?,2,11
31084,I’ve been obsessed with dive. can you recommend anything with a similar vibe?,2,13
31085,any songs that are like sur paname,2,7
31086,any songs that are like love,2,6
31087,ignored has such an awesome beat. What songs have a similar rhythm or feel?,2,14
31088,Can you suggest songs that have a similar groove to lat lag gayee?,2,13
31089,I’m hooked on det er lurt å være litt forsiktig. Can you recommend more tracks with that haunting vibe?,2,19
31090,I’m really digging march pigs—can you suggest something with that same sound?,2,12
31091,leviana is perfect for winding down. Any other mellow tracks like it?,2,12
31092,Can you recommend other tracks that have the same energy as luxúria ou trauma?,2,14
31093,give some songs like mensagem da cruz ao vivo,2,9
31094,"Hey, I love shall talk. What other songs are in that style?",2,12
31095,Can you recommend other tracks that have the same energy as sem abuso?,2,13
31096,I’m in the mood for something like dembow. Got any similar tracks?,2,12
31097,I’m hooked on besos moja2. Can you recommend more tracks with that haunting vibe?,2,14
31098,"If I like wicked game, what other artists or songs should I check out?",2,14
31099,I’m loving la chanson des chiffres right now. What other songs would keep me in this mood?,2,17
31100,dicen que soy is amzing! suggest similar,2,7
31101,I’ve been playing frankenstein on repeat. Any similar songs I should check out?,2,13
31102,I’m really digging caramujo e saúva—can you suggest something with that same sound?,2,13
31103,"Hey, I love imso. What other songs are in that style?",2,11
31104,I’m in the mood for something like passa tempo. Got any similar tracks?,2,13
31105,any songs that are like safe place land,2,8
31106,I’m hooked on slash. Can you recommend more tracks with that haunting vibe?,2,13
31107,mojarrita is perfect for winding down. Any other mellow tracks like it?,2,12
31108,Looking for songs that give me the same feel as dein ist mein ganzes herz live grosse freiheit 36 hamburg 2018. Got any suggestions?,2,24
31109,I’m really digging loser—can you suggest something with that same sound?,2,11
31110,I’m hooked on people official uefa euro 2020 song. Can you recommend more tracks with that haunting vibe?,2,18
31111,I’m loving discover right now. What other songs would keep me in this mood?,2,14
31112,I’m hooked on el jorobadito. Can you recommend more tracks with that haunting vibe?,2,14
31113,I’ve been obsessed with waking demon. can you recommend anything with a similar vibe?,2,14
31114,Looking for songs that give me the same feel as breathing. Got any suggestions?,2,14
31115,helpless gives me all the feels. Any other emotional tracks like that?,2,12
31116,I’m in the mood for something like dilbar dilbar. Got any similar tracks?,2,13
31117,I’m really digging lifelong—can you suggest something with that same sound?,2,11
31118,I’ve been obsessed with open shut. can you recommend anything with a similar vibe?,2,14
31119,I’ve been playing lascia chio pianga rinaldo on repeat. Any similar songs I should check out?,2,16
31120,ele te bota soca soca is perfect for winding down. Any other mellow tracks like it?,2,16
31121,"Hey, I love fast car. What other songs are in that style?",2,12
31122,any songs that are like ピルグリム,2,6
31123,I’ve been playing aankhein judi on repeat. Any similar songs I should check out?,2,14
31124,I’m in the mood for something like silent skies. Got any similar tracks?,2,13
31125,ela chorou de amor gives me all the feels. Any other emotional tracks like that?,2,15
31126,I’m really digging butterfly—can you suggest something with that same sound?,2,11
31127,I’ve been listening to im drummachine radio edit on repeat. Any songs with a similar vibe?,2,16
31128,I’m loving papa right now. What other songs would keep me in this mood?,2,14
31129,suggest some songs similar to thats want,2,7
31130,someday is amzing! suggest similar,2,5
31131,give some songs like jogiya,2,5
31132,"If I’m into everytime touch radio edit, what other songs are in a similar style or genre?",2,17
31133,"If I’m into decimal, what other songs are in a similar style or genre?",2,14
31134,I’m hooked on ハイキュー. Can you recommend more tracks with that haunting vibe?,2,13
31135,thunderstorm sounds has such an awesome beat. What songs have a similar rhythm or feel?,2,15
31136,tere liye has such an awesome beat. What songs have a similar rhythm or feel?,2,15
31137,I’ve been playing backbone on repeat. Any similar songs I should check out?,2,13
31138,"If I like yottabyte, what other artists or songs should I check out?",2,13
31139,I’ve been playing eu não quero ser ninguém on repeat. Any similar songs I should check out?,2,17
31140,"Hey, I love none like live. What other songs are in that style?",2,13
31141,"Hey, I love eu tô louco. What other songs are in that style?",2,13
31142,I’ve been playing 真的愛妳 on repeat. Any similar songs I should check out?,2,13
31143,"Hey, I love la luna sabe poco. What other songs are in that style?",2,14
31144,Any songs that are like dynamite? I’m totally into it right now!,2,12
31145,let let go is perfect for winding down. Any other mellow tracks like it?,2,14
31146,Looking for songs that give me the same feel as daydream blue bbc radio 2 session. Got any suggestions?,2,19
31147,Can you recommend other tracks that have the same energy as zingaat?,2,12
31148,I’ve been obsessed with nee aara. can you recommend anything with a similar vibe?,2,14
31149,Any songs that are like birini bul sakın üşüme? I’m totally into it right now!,2,15
31150,Any songs that are like gusta? I’m totally into it right now!,2,12
31151,ainda resta uma bagagem is perfect for winding down. Any other mellow tracks like it?,2,15
31152,suggest some songs similar to holy forever,2,7
31153,Can you suggest songs that have a similar groove to chor bazaari?,2,12
31154,I’m in the mood for something like twolane blacktop. Got any similar tracks?,2,13
31155,I’ve been obsessed with coastal rain. can you recommend anything with a similar vibe?,2,14
31156,butterfly effect has such an awesome beat. What songs have a similar rhythm or feel?,2,15
31157,magic gives me all the feels. Any other emotional tracks like that?,2,12
31158,I’m hooked on satellite. Can you recommend more tracks with that haunting vibe?,2,13
31159,I’ve been playing änglamark on repeat. Any similar songs I should check out?,2,13
31160,I’m in the mood for something like marcha atrás. Got any similar tracks?,2,13
31161,give some songs like dil pe zakham khate hain,2,9
31162,perdido una perla has such an awesome beat. What songs have a similar rhythm or feel?,2,16
31163,Can you recommend other tracks that have the same energy as hantu?,2,12
31164,I’ve been listening to everywhere go on repeat. Any songs with a similar vibe?,2,14
31165,"If I like silencio en vivo, what other artists or songs should I check out?",2,15
31166,I’m hooked on cold cold cold. Can you recommend more tracks with that haunting vibe?,2,15
31167,"If I’m into waiting tomorrow, what other songs are in a similar style or genre?",2,15
31168,I’ve been playing another world on repeat. Any similar songs I should check out?,2,14
31169,Can you suggest songs that have a similar groove to round round?,2,12
31170,"If I like hands feet, what other artists or songs should I check out?",2,14
31171,Can you recommend other tracks that have the same energy as dracula?,2,12
31172,"If I like 743, what other artists or songs should I check out?",2,13
31173,karate is amzing! suggest similar,2,5
31174,I’m in the mood for something like um sonho dois ao vivo. Got any similar tracks?,2,16
31175,até fim is perfect for winding down. Any other mellow tracks like it?,2,13
31176,give some songs like shimmer morning,2,6
31177,I’m loving sans moi right now. What other songs would keep me in this mood?,2,15
31178,I’ve been playing knows on repeat. Any similar songs I should check out?,2,13
31179,ready love is such a vibe. What other songs do you recommend that have a similar mood?,2,17
31180,I’ve been obsessed with sin tu amor nada existe. can you recommend anything with a similar vibe?,2,17
31181,suggest some songs similar to albricias,2,6
31182,I’m in the mood for something like tay hai. Got any similar tracks?,2,13
31183,I’ve been obsessed with get move. can you recommend anything with a similar vibe?,2,14
31184,I’m loving xanax right now. What other songs would keep me in this mood?,2,14
31185,jag utan dig is such a vibe. What other songs do you recommend that have a similar mood?,2,18
31186,Any songs that are like habit? I’m totally into it right now!,2,12
31187,"Hey, I love dur dedik. What other songs are in that style?",2,12
31188,Can you suggest songs that have a similar groove to interdimensional summit?,2,12
31189,"If I like alles wird wieder ok, what other artists or songs should I check out?",2,16
31190,I’m hooked on feirinha da pavuna luz repente bagaço da laranja ao vivo. Can you recommend more tracks with that haunting vibe?,2,22
31191,"If I like baldinho de pipoca ao vivo, what other artists or songs should I check out?",2,17
31192,give some songs like muié chapéu e butina ao vivo,2,10
31193,"Hey, I love away calibre remix. What other songs are in that style?",2,13
31194,any songs that are like kiss rain,2,7
31195,"If I like diário de um detento, what other artists or songs should I check out?",2,16
31196,give some songs like homem das ruas ao vivo,2,9
31197,Looking for songs that give me the same feel as filho sem sorte. Got any suggestions?,2,16
31198,Any songs that are like welcome los santos? I’m totally into it right now!,2,14
31199,I’m hooked on perfect drug. Can you recommend more tracks with that haunting vibe?,2,14
31200,Looking for songs that give me the same feel as muskurayera. Got any suggestions?,2,14
31201,give some songs like santa lucía,2,6
31202,I’ve been obsessed with mother know. can you recommend anything with a similar vibe?,2,14
31203,I’ve been playing déjalo ir on repeat. Any similar songs I should check out?,2,14
31204,Looking for songs that give me the same feel as aventureiro duvido já tentei. Got any suggestions?,2,17
31205,Looking for songs that give me the same feel as deixa eu te amar. Got any suggestions?,2,17
31206,Any songs that are like 分手總要在雨天? I’m totally into it right now!,2,12
31207,Can you suggest songs that have a similar groove to mudher kanave?,2,12
31208,"If I’m into state trance outro, what other songs are in a similar style or genre?",2,16
31209,I’m hooked on doremifasolatido. Can you recommend more tracks with that haunting vibe?,2,13
31210,I’ve been obsessed with lucid dreams. can you recommend anything with a similar vibe?,2,14
31211,old yellow bricks gives me all the feels. Any other emotional tracks like that?,2,14
31212,I’m hooked on thaniye. Can you recommend more tracks with that haunting vibe?,2,13
31213,I’m really digging 歩いていこう—can you suggest something with that same sound?,2,11
31214,suggest some songs similar to iktara lofi flip,2,8
31215,"If I’m into smells like teen spirit remastered 2021, what other songs are in a similar style or genre?",2,19
31216,"Hey, I love hangin’ around. What other songs are in that style?",2,12
31217,medley munbe vaa new york nagaram gives me all the feels. Any other emotional tracks like that?,2,17
31218,como vou deixar você has such an awesome beat. What songs have a similar rhythm or feel?,2,17
31219,Can you recommend other tracks that have the same energy as saco azul remasterizado 2008?,2,15
31220,I’m hooked on gori radha ne kado kaan. Can you recommend more tracks with that haunting vibe?,2,17
31221,take back ft yonnyboii is amzing! suggest similar,2,8
31222,"If I like batuque na cozinha ao vivo rio de janeiro 2012, what other artists or songs should I check out?",2,21
31223,Looking for songs that give me the same feel as inevitável ao vivo. Got any suggestions?,2,16
31224,"If I like anime thighs, what other artists or songs should I check out?",2,14
31225,suggest some songs similar to khulke jeene ka,2,8
31226,I’ve been listening to vecinos de mierda on repeat. Any songs with a similar vibe?,2,15
31227,I’m in the mood for something like feel love tomorrowland mix. Got any similar tracks?,2,15
31228,any songs that are like prem baura,2,7
31229,I’m really digging bad—can you suggest something with that same sound?,2,11
31230,love story version orchestrale has such an awesome beat. What songs have a similar rhythm or feel?,2,17
31231,give some songs like sambinha da fralda molhada,2,8
31232,give some songs like será por eso,2,7
31233,any songs that are like att älska dig,2,8
31234,mun andhi is perfect for winding down. Any other mellow tracks like it?,2,13
31235,I’m loving sign life right now. What other songs would keep me in this mood?,2,15
31236,I’m in the mood for something like kalmalısın. Got any similar tracks?,2,12
31237,Can you recommend other tracks that have the same energy as el teléfono remasterizado?,2,14
31238,I’m loving modo avião right now. What other songs would keep me in this mood?,2,15
31239,signal has such an awesome beat. What songs have a similar rhythm or feel?,2,14
31240,taxi drive has such an awesome beat. What songs have a similar rhythm or feel?,2,15
31241,vivir para llorar is perfect for winding down. Any other mellow tracks like it?,2,14
31242,"If I like mexico, what other artists or songs should I check out?",2,13
31243,Looking for songs that give me the same feel as seasons. Got any suggestions?,2,14
31244,Can you recommend other tracks that have the same energy as poo pookum oosai?,2,14
31245,I’m loving found piano version right now. What other songs would keep me in this mood?,2,16
31246,"If I’m into 上ヲ向イテ, what other songs are in a similar style or genre?",2,14
31247,"If I like zombie bassjackers remix, what other artists or songs should I check out?",2,15
31248,sun never going is perfect for winding down. Any other mellow tracks like it?,2,14
31249,any songs that are like escolhidas,2,6
31250,doppelgänger has such an awesome beat. What songs have a similar rhythm or feel?,2,14
31251,"If I like reminisce matt neux remix, what other artists or songs should I check out?",2,16
31252,Looking for songs that give me the same feel as ごめんね、スムージー. Got any suggestions?,2,14
31253,modern age gives me all the feels. Any other emotional tracks like that?,2,13
31254,suggest some songs similar to kol düğmeleri,2,7
31255,lembranças gives me all the feels. Any other emotional tracks like that?,2,12
31256,I’m hooked on summercigarettes. Can you recommend more tracks with that haunting vibe?,2,13
31257,any songs that are like レイン,2,6
31258,I’m in the mood for something like melhor dessa vida stripped. Got any similar tracks?,2,15
31259,Any songs that are like yevandoi nani garu? I’m totally into it right now!,2,14
31260,suggest some songs similar to fake love,2,7
31261,"If I like someday, what other artists or songs should I check out?",2,13
31262,Can you suggest songs that have a similar groove to rain?,2,11
31263,I’m hooked on bleeding. Can you recommend more tracks with that haunting vibe?,2,13
31264,I’ve been playing khumaar on repeat. Any similar songs I should check out?,2,13
31265,I’ve been listening to feels like home official song f1 dutch grand prix on repeat. Any songs with a similar vibe?,2,21
31266,"Hey, I love snowblind. What other songs are in that style?",2,11
31267,"If I’m into 若者のすべて, what other songs are in a similar style or genre?",2,14
31268,I’m hooked on sina. Can you recommend more tracks with that haunting vibe?,2,13
31269,格好悪いふられ方 is amzing! suggest similar,2,5
31270,livin prayer is perfect for winding down. Any other mellow tracks like it?,2,13
31271,I’ve been obsessed with alhaiya france. can you recommend anything with a similar vibe?,2,14
31272,Looking for songs that give me the same feel as carmela versión remasterizada. Got any suggestions?,2,16
31273,"If I like waterfall baby sleep, what other artists or songs should I check out?",2,15
31274,I’ve been playing talvez metade caminho on repeat. Any similar songs I should check out?,2,15
31275,I’m loving lamento borincano salsa version right now. What other songs would keep me in this mood?,2,17
31276,never change is amzing! suggest similar,2,6
31277,amuk redam is such a vibe. What other songs do you recommend that have a similar mood?,2,17
31278,daastaan is perfect for winding down. Any other mellow tracks like it?,2,12
31279,I’m in the mood for something like marcas da vida. Got any similar tracks?,2,14
31280,Can you suggest songs that have a similar groove to bottom bottle?,2,12
31281,Can you suggest songs that have a similar groove to bloody power fame?,2,13
31282,I’ve been listening to part major thing on repeat. Any songs with a similar vibe?,2,15
31283,I’ve been listening to catch moment on repeat. Any songs with a similar vibe?,2,14
31284,I’ve been playing mind dimension kölsch remix on repeat. Any similar songs I should check out?,2,16
31285,I’m loving dark side room right now. What other songs would keep me in this mood?,2,16
31286,Can you recommend other tracks that have the same energy as amarillo morning?,2,13
31287,外道讃歌 is such a vibe. What other songs do you recommend that have a similar mood?,2,16
31288,Can you recommend other tracks that have the same energy as nan?,2,12
31289,"If I like de tanto te querer ao vivo, what other artists or songs should I check out?",2,18
31290,chez nous is amzing! suggest similar,2,6
31291,I’m in the mood for something like milikmu selalu. Got any similar tracks?,2,13
31292,"Hey, I love ov fire void. What other songs are in that style?",2,13
31293,suggest some songs similar to khol de par,2,8
31294,無賴 is amzing! suggest similar,2,5
31295,I’ve been playing te quiero puta on repeat. Any similar songs I should check out?,2,15
31296,I’m in the mood for something like popular. Got any similar tracks?,2,12
31297,Can you suggest songs that have a similar groove to someone spend time?,2,13
31298,casi nunca lo ves has such an awesome beat. What songs have a similar rhythm or feel?,2,17
31299,"Hey, I love altai. What other songs are in that style?",2,11
31300,I’ve been playing 炙愛 女聲版 on repeat. Any similar songs I should check out?,2,14
31301,samba approach is perfect for winding down. Any other mellow tracks like it?,2,13
31302,Can you suggest songs that have a similar groove to body back?,2,12
31303,I’m hooked on amandote. Can you recommend more tracks with that haunting vibe?,2,13
31304,I’ve been obsessed with hallucinate. can you recommend anything with a similar vibe?,2,13
31305,"Hey, I love snow. What other songs are in that style?",2,11
31306,tandava remix is amzing! suggest similar,2,6
31307,hunting dream gives me all the feels. Any other emotional tracks like that?,2,13
31308,I’ve been obsessed with forrozeira linda. can you recommend anything with a similar vibe?,2,14
31309,"If I’m into aint love, what other songs are in a similar style or genre?",2,15
31310,Looking for songs that give me the same feel as dance craze. Got any suggestions?,2,15
31311,I’ve been playing fly away on repeat. Any similar songs I should check out?,2,14
31312,I’m loving seasons joachim pastor joris delacroix romain garcia stereoclip remix right now. What other songs would keep me in this mood?,2,22
31313,I’m really digging synchronize—can you suggest something with that same sound?,2,11
31314,"If I’m into imagine tiësto remix, what other songs are in a similar style or genre?",2,16
31315,I’m in the mood for something like vivo isolado mundo ao vivo. Got any similar tracks?,2,16
31316,"If I like hallo ich möcht gern wissen wies dir geht, what other artists or songs should I check out?",2,20
31317,suggest some songs similar to em fervente oração,2,8
31318,I’ve been playing au suivant live on repeat. Any similar songs I should check out?,2,15
31319,para volver is such a vibe. What other songs do you recommend that have a similar mood?,2,17
31320,suggest some songs similar to gravity radio edit,2,8
31321,"If I like choose netflix original film willoughbys, what other artists or songs should I check out?",2,17
31322,karpur gauram gives me all the feels. Any other emotional tracks like that?,2,13
31323,woman cry is perfect for winding down. Any other mellow tracks like it?,2,13
31324,reckless has such an awesome beat. What songs have a similar rhythm or feel?,2,14
31325,I’m hooked on live let die. Can you recommend more tracks with that haunting vibe?,2,15
31326,"If I’m into spirit water, what other songs are in a similar style or genre?",2,15
31327,I’ve been obsessed with ousadia de vaqueiro. can you recommend anything with a similar vibe?,2,15
31328,"Hey, I love głośno jak stu. What other songs are in that style?",2,13
31329,Any songs that are like dukes hazzard? I’m totally into it right now!,2,13
31330,Any songs that are like huvudstabadet? I’m totally into it right now!,2,12
31331,I’m hooked on désenchantée. Can you recommend more tracks with that haunting vibe?,2,13
31332,lucky love has such an awesome beat. What songs have a similar rhythm or feel?,2,15
31333,I’m loving back dead right now. What other songs would keep me in this mood?,2,15
31334,"If I’m into viva live, what other songs are in a similar style or genre?",2,15
31335,I’m really digging baatein ye kabhi na male—can you suggest something with that same sound?,2,15
31336,ill fine is amzing! suggest similar,2,6
31337,I’m loving shhhh air fan right now. What other songs would keep me in this mood?,2,16
31338,I’m really digging det faller ett regn—can you suggest something with that same sound?,2,14
31339,I’m in the mood for something like ronda. Got any similar tracks?,2,12
31340,"If I like mundo paralelo ao vivo, what other artists or songs should I check out?",2,16
31341,I’ve been listening to martha dear on repeat. Any songs with a similar vibe?,2,14
31342,I’m loving mohabbat ho na jaye dekha jo tumko right now. What other songs would keep me in this mood?,2,20
31343,I’ve been playing mondstadt nighttime on repeat. Any similar songs I should check out?,2,14
31344,wellen von den klippen gives me all the feels. Any other emotional tracks like that?,2,15
31345,any songs that are like jab koi baat x 500 miles,2,11
31346,I’m really digging middle—can you suggest something with that same sound?,2,11
31347,id like teach world sing is such a vibe. What other songs do you recommend that have a similar mood?,2,20
31348,steps dream gives me all the feels. Any other emotional tracks like that?,2,13
